region,zone,woreda,hf_name,hf_type,y,x,x1,n,e,z,owner,status
Oromiya,Bale,Ginir,Ginir hospital,Hospital,7.125250,40.709750,1927.000000,688820.188129,787944.384844,0.000000,,
Oromiya,East Hararge,Girawa,Girawa HC,Health Center,9.137900,41.825433,2453.000000,810556.483848,1011314.87026,0.000000,,
Oromiya,Bale,Goba,Goba hospital,Hospital,7.021667,39.973917,2679.000000,607570.186245,776255.811051,0.000000,,
Oromiya,Arsi,Shirka,Gobesa HC,Health Center,7.618550,39.486150,2409.000000,553622.576921,842158.506792,0.000000,,
Oromiya,North shoa,Worajarso,Gohatsion HC,Health Center,10.002750,38.241000,2506.000000,416815.407114,1105812.24707,0.000000,,
Oromiya,West Shoa,Jeldu,Gojo HC,Health Center,9.256700,38.075750,2922.000000,398480.423702,1023364.13465,0.000000,,
Oromiya,ILLu-Ababor,Algie Sachi,Gore HC,Health Center,8.153250,35.536083,2028.000000,118198.313002,902878.233242,0.000000,,
Oromiya,Bale,Goro,Goro HC,Health Center,6.991250,40.471533,1814.000000,662552.852862,773035.703327,0.000000,,
Oromiya,Kellem Wollega,Gawo Kebe,Gudetu kebe HC,Health Center,8.985500,34.977667,1789.000000,57523.5393904,995677.880422,0.000000,,
Oromiya,East Wollega,Gideya Bilaa,Gudeya bila HC,Health Center,9.275533,37.022717,2019.000000,282794.702362,1025918.87740,0.000000,,
Oromiya,North shoa,Derra,Gundomeskel HC,Health Center,10.221333,38.703067,2497.000000,467479.566830,1129899.00124,0.000000,,
Oromiya,East Hararge,Gursum,Gursum HC,Health Center,9.366000,42.393217,1976.000000,872787.349484,1037114.54887,0.000000,,
Oromiya,South West Shewa,Sadan Sodo,Habru chullule HC,Health Center,8.469033,38.263667,2434.000000,418949.959238,936227.515267,0.000000,,
Oromiya,Guji,Adola Wayu,Harakalo HC,Health Center,5.561833,39.388217,1613.000000,542997.100079,614783.167007,0.000000,,
Oromiya,East Hararge,Haramaya,Haramaya HC,Health Center,9.386133,42.019333,2013.000000,831653.899596,1038968.60181,0.000000,,
Oromiya,Horo guduru Wollega,Jimma Genate,Harato HC,Health Center,9.371667,37.118667,2327.000000,293395.143444,1036495.51962,0.000000,,
Oromiya,East Hararge,Jaja,Harawacha HC,Health Center,9.175300,41.335967,2712.000000,756698.569831,1015067.70130,0.000000,,
Oromiya,Kellem Wollega,Dale  Sadi,Haro sabu HC,Health Center,8.908750,35.221433,1530.000000,84290.2136383,986888.958125,0.000000,,
Oromiya,Bale,Harodumal,Harodumal HC,Health Center,6.762000,40.171417,1164.000000,629457.447949,747594.761041,0.000000,,
Oromiya,West wollega,Haru,Haru HC,Health Center,8.991417,35.822633,1941.000000,150583.201171,995418.580540,0.000000,,
Oromiya,West Arsi,Gadaba  Hasasa,Hasasa HC,Health Center,7.106567,39.203667,2372.000000,522490.096731,785534.413188,0.000000,,
Oromiya,West Hararge,Tulo,Hirna HC,Health Center,9.222717,41.141617,1836.000000,735300.214862,1020180.31429,0.000000,,
Oromiya,West Shoa,Wolmera,Holeta HC,Health Center,9.056617,38.492800,2382.000000,444259.624206,1001150.40411,0.000000,,
Oromiya,West wollega,Homa,Homa HC,Health Center,9.072267,35.692850,1642.000000,136377.175770,1004497.91009,0.000000,,
Oromiya,ILLu-Ababor,Huka,Huka HC,Health Center,8.171683,35.351850,1645.000000,97884.2538287,905099.283648,0.000000,,
Oromiya,ILLu-Ababor,Hurumu,Hurumu HC,Health Center,8.345000,35.689433,1819.000000,135295.777740,923968.913145,0.000000,,
Oromiya,Arsi,Lode  Hetosa,Huruta HC,Health Center,8.140717,39.341900,2048.000000,537664.285872,899870.262827,0.000000,,
Oromiya,West Shoa,Adaberga,Ijajji HC,Health Center,8.990133,37.324600,1739.000000,315819.983572,994182.229146,0.000000,,
Oromiya,West Shoa,Ilu-Gelan,Inchini HC,Health Center,9.308567,38.372617,2676.000000,431099.912233,1029027.75458,0.000000,,
Oromiya,Arsi,Hetesa,Itaya HC,Health Center,8.125967,39.237500,2196.000000,526164.282848,898231.368789,0.000000,,
Oromiya,East Hararge,melkabelo,Jaja HC,Health Center,9.074117,41.359817,1607.000000,759394.014901,1003889.14472,0.000000,,
Oromiya,Bale,Gogolcha,Jara HC,Health Center,7.369833,40.511833,2033.000000,666867.472269,814915.430645,0.000000,,
Oromiya,East Hararge,Jarso,Jarso HC,Health Center,9.487217,42.225933,2513.000000,854266.261586,1050363.36782,0.000000,,
Oromiya,West wollega,Jarso,Jarso HC,Health Center,9.441933,35.319017,1745.000000,95646.4059256,1045844.68748,0.000000,,
Oromiya,Horo guduru Wollega,Jerdega Jarte,Jarte HC,Health Center,9.875617,37.077333,2502.000000,289167.232665,1092267.15938,0.000000,,
Oromiya,Jimma,Jimma Town,Jimma HC,Health Center,7.672633,36.824467,1735.000000,260014.645153,848715.766442,0.000000,,
Oromiya,Jimma Town,Jima Higher K  4,Jimma higher 2 HC,Health Center,7.673333,36.826650,1708.000000,260255.995580,848791.983882,0.000000,,
Oromiya,Jimma,Jimma Town,Jimma university specilaized hospital,Hospital,7.676550,36.853350,1781.000000,263204.422511,849132.988409,0.000000,,
Oromiya,Jimma,Gumay,Joba HC,Health Center,8.011667,36.489767,1686.000000,223296.528807,886432.838303,0.000000,,
Oromiya,East Hararge,Goro Gutu,Karamelee HC,Health Center,9.371350,41.358400,2277.000000,759021.115947,1036776.42689,0.000000,,
Oromiya,West Hararge,Guba Qoricha,Kemona HC,Health Center,8.939950,40.554817,1993.000000,670944.291857,988573.731242,0.000000,,
Oromiya,Guji,Kercha,Kercha HC,Health Center,5.791667,38.409717,2016.000000,434648.165791,640209.005984,0.000000,,
Oromiya,Arsi,Munesa,Kersa HC,Health Center,7.538483,38.975900,2699.000000,497341.298392,833277.101096,0.000000,,
Oromiya,Kellem Wollega,Dale Wabera,Keto HC,Health Center,8.855917,35.069300,1523.000000,67466.0041760,981209.591290,0.000000,,
Oromiya,East Wollega,Gida Ayena,Kirmu HC,Health Center,9.953833,36.852850,2083.000000,264596.703533,1101070.85128,0.000000,,
Oromiya,West Arsi,Kofele,Kofele HC,Health Center,7.070200,39.774667,2734.000000,585552.422950,781580.434240,0.000000,,
Oromiya,West Arsi,Kokosa,Kokosa HC,Health Center,6.735967,38.798500,2622.000000,477731.798117,744565.650571,0.000000,,
Oromiya,East Hararge,Kombolcha,Kombolcha HC,Health Center,9.438400,42.119417,2118.000000,842606.016565,1044851.59059,0.000000,,
Oromiya,Horo guduru Wollega,Guduru,Kombolcha HC,Health Center,9.509500,37.470583,2334.000000,332118.558907,1051552.11629,0.000000,,
Oromiya,West Arsi,Jema Sardo,Kore HC,Health Center,7.209933,38.921950,2773.000000,491383.204971,796957.108721,0.000000,,
Oromiya,Arsi,Sudee,Kulla HC,Health Center,7.974950,39.695000,2472.000000,576594.921277,881592.990670,0.000000,,
Oromiya,West Hararge,Gemechis,Kuni HC,Health Center,9.005617,40.886917,2410.000000,707431.235766,996007.942402,0.000000,,
Oromiya,East Hararge,Kurfachele,Kurfachele HC,Health Center,9.236583,41.823517,2286.000000,810259.637661,1022236.15323,0.000000,,
Oromiya,South West Shewa,Tolle,Kussaye HC,Health Center,8.709683,38.435067,2101.000000,437856.243187,962802.219187,0.000000,,
Oromiya,Kellem Wollega,Lalo Qilee,Lalo HC,Health Center,8.907683,35.352750,1667.000000,98755.2886178,986625.419606,0.000000,,
Oromiya,South West Shewa,Kersa marima,Lemen HC,Health Center,8.605383,38.605317,2097.000000,456572.460584,951247.299220,0.000000,,
Oromiya,Jimma,Limu Kossa,Limu genet HC,Health Center,8.090417,36.940800,1716.000000,273080.874697,894867.641273,0.000000,,
Oromiya,Jimma,Limu Kossa,Limu genet hospital,Hospital,8.090267,36.942550,1711.000000,273273.717006,894850.072289,0.000000,,
Oromiya,West wollega,Mana Sibu Health center,Manasibu HC,Health Center,9.791667,35.106600,1655.000000,72719.8555092,1084850.32935,0.000000,,
Oromiya,East Shewa,Adema Town,Medhanielm private hospital,Hospital,8.552783,39.270467,1638.000000,529763.787045,945420.186119,0.000000,,
Oromiya,Borena,Dire,Mega HC,Health Center,4.057150,38.309817,1727.000000,423389.207930,448477.143220,0.000000,,
Oromiya,East  Shewa,Dugda,Meki HC,Health Center,8.140733,38.803917,1667.000000,478399.210320,899861.426199,0.000000,,
Oromiya,Bale,Sewena,Melka mecha HC,Health Center,7.457167,40.975533,1326.000000,718022.453405,824775.518930,0.000000,,
Oromiya,West Shoa,Wolmera,Menagesha HC,Health Center,9.052683,38.559700,2538.000000,451611.438007,1000705.96252,0.000000,,
Oromiya,North shoa,Abichu Gnea,Mendida HC,Health Center,9.652717,39.318367,2782.000000,534928.138602,1067032.28950,0.000000,,
Oromiya,West Hararge,Mesela,Mesela HC,Health Center,9.075667,41.168983,2424.000000,738406.338321,1003929.74770,0.000000,,
Oromiya,East Hararge,Meta,Meta HC,Health Center,9.387850,41.557367,2216.000000,780873.472573,1038755.22493,0.000000,,
Oromiya,ILLu-Ababor,Metu,Metu HC,Health Center,8.305367,35.573717,1682.000000,122495.531988,919688.769964,0.000000,,
Oromiya,ILLu-Ababor,Metu,Metu karl hospital,Hospital,8.291433,35.573900,1729.000000,122502.421548,918145.560217,0.000000,,
Oromiya,West Hararge,Daro Lebu,Micheta HC,Health Center,8.559250,40.322100,1824.000000,645501.326017,946374.539110,0.000000,,
Oromiya,West Shoa,Midakegn,Midakegn HC,Health Center,9.140000,37.519000,2650.000000,337263.130315,1010664.39557,0.000000,,
Oromiya,East  Shewa,Lome,Mojo HC,Health Center,8.589200,39.122117,1780.000000,513437.139147,949437.910754,0.000000,,
Oromiya,Borena,Moyale,Moyale HC,Health Center,3.539983,39.040767,1119.000000,504527.711995,391279.616217,0.000000,,
Oromiya,West Shoa,Adaberga,Mugher enterprise HC,Health Center,9.479000,38.339017,2531.000000,427445.246811,1047878.70571,0.000000,,
Oromiya,Kellem Wollega,Anflo,Mugi HC,Health Center,8.557333,34.589133,1534.000000,14147.1178027,948699.656922,0.000000,,
Oromiya,North shoa,Wuchale,Muketuri HC,Health Center,9.552250,38.871650,2657.000000,485914.575371,1055910.94734,0.000000,,
Oromiya,Guji,Gorodola,Negele borena hospital,Hospital,5.325533,39.571617,1486.000000,563334.927052,588677.761898,0.000000,,
Oromiya,West wollega,Nejo Town,Nejo HC,Health Center,9.502000,35.506117,1909.000000,116291.008232,1052285.79287,0.000000,,
Oromiya,West wollega,Nejo Town,Nejo hospital,Hospital,9.489283,35.508500,1910.000000,116538.884876,1050874.70591,0.000000,,
Oromiya,East Wollega,Nekemet Twon,Nekemte HC,Health Center,9.086150,36.536017,2113.000000,229158.283248,1005296.80692,0.000000,,
Oromiya,East Wollega,Nekemet Twon,Nekemte hospital,Hospital,9.076117,36.565167,2108.000000,232356.865079,1004164.92820,0.000000,,
Oromiya,West wollega,Nole Kaba worda,Nole kaba HC,Health Center,8.838500,35.792000,1995.000000,147064.013113,978516.588243,0.000000,,
Oromiya,ILLu-Ababor,Nopha,Nopha HC,Health Center,8.407867,35.623333,1722.000000,128065.739000,930992.514399,0.000000,,
Oromiya,Kellem Wollega,Jemma Horo,Nunu HC,Health Center,8.954350,34.738650,1595.000000,31145.2151875,992522.784976,0.000000,,
Oromiya,East Wollega,Nunu Kumba,Nunu kumba HC,Health Center,8.759283,36.637450,2341.000000,240082.601301,969055.782272,0.000000,,
Oromiya,Guji,Odoshakiso,Odoshakiso HC,Health Center,5.770967,38.906700,1724.000000,489670.309793,637887.674784,0.000000,,
Oromiya,Bale,Robe Town,Robe HC,Health Center,7.103517,40.008667,2502.000000,611389.152905,785313.557274,0.000000,,
Oromiya,Kellem Wollega,Hawa Galan,Robi gebiya HC,Health Center,8.686467,34.869100,1910.000000,45193.3923208,962668.455294,0.000000,,
Oromiya,West Shoa,Dano,Sayo HC,Health Center,8.768633,37.254883,1754.000000,308038.453343,969718.840722,0.000000,,
Oromiya,Guji,Sebeta,Sebeta HC,Health Center,8.905667,38.621817,2195.000000,458421.359855,984444.216564,0.000000,,
Oromiya,Jimma,Sokoru,Sekuro HC,Health Center,7.923167,37.422883,1912.000000,326149.377738,876133.706870,0.000000,,
Oromiya,North shoa,Kerek,Sendafa HC,Health Center,9.153717,39.024833,2559.000000,502728.368734,1011846.82871,0.000000,,
Oromiya,Arsi,Degelu (Tijo),Sequre HC,Health Center,7.753783,39.154283,2515.000000,517011.962656,857081.468195,0.000000,,
Oromiya,Jimma,Kersa,Serbo HC,Health Center,7.708900,36.993500,1793.000000,278687.412873,852636.497379,0.000000,,
Oromiya,Arsi,Seru,Seru HC,Health Center,7.674883,40.188733,2488.000000,631108.264581,848537.638802,0.000000,,
Oromiya,Horo guduru Wollega,Shambu,Shambu hospital,Hospital,9.572300,37.106283,2499.000000,292155.514836,1058696.40557,0.000000,,
Oromiya,West Arsi,Shashemene,Shashemen HC,Health Center,7.190167,38.589283,2011.000000,454654.156901,794791.559574,0.000000,,
Oromiya,West Arsi,Shashemene,Shashemene general hospital,Hospital,7.254133,38.653433,1964.000000,461742.211669,801857.188050,0.000000,,
Oromiya,Jimma,Shebe,Shebe HC,Health Center,7.503233,36.506350,1771.000000,224794.919619,830162.574721,0.000000,,
Oromiya,Jimma,Dedo,Sheki HC,Health Center,7.503667,36.897833,2242.000000,268020.787619,829984.006501,0.000000,,
Oromiya,West Shoa,Jibat,Shenen HC,Health Center,8.722317,37.476583,2541.000000,332410.496481,964490.435335,0.000000,,
Oromiya,North shoa,Kembibit,Sheno HC,Health Center,9.319900,39.274933,2872.000000,530192.112948,1030231.47077,0.000000,,
Oromiya,West Shoa,Meta Robi,Shino HC,Health Center,9.308283,38.274167,2726.000000,420287.421231,1029017.08122,0.000000,,
Oromiya,Jimma,Sigmo,Sigmo HC,Health Center,7.902917,36.092667,2247.000000,179405.597786,874684.254483,0.000000,,
Oromiya,Arsi,Sire,Sire HC,Health Center,8.272850,39.492183,2022.000000,554202.173753,914495.540100,0.000000,,
Oromiya,East Wollega,Sibu Sire,Sire HC,Health Center,9.025217,36.868333,1816.000000,265664.514108,998324.120708,0.000000,,
Oromiya,North shoa,Jida,Sirxi HC,Health Center,9.353617,39.001667,2681.000000,500183.008611,1033947.42992,0.000000,,
Oromiya,East Hararge,Deder,Soka HC,Health Center,9.169067,41.439967,1463.000000,768138.243181,1014453.99656,0.000000,,
Oromiya,Guji,Uraga,Sollamo HC,Health Center,6.074267,38.592283,2381.000000,454883.996444,671431.163671,0.000000,,
Oromiya,South West Shewa,Woliso,St lukas catholic hospital college of nu,Hospital,8.540700,37.973200,2043.000000,386995.745507,944224.262543,0.000000,,
Oromiya,Bale,Rayitu,Tedecha bela HC,Health Center,6.890600,41.125367,1151.000000,734855.847257,762177.884182,0.000000,,
Oromiya,South West Shewa,Ilu,Teji HC,Health Center,8.848333,38.371683,2075.000000,430909.357263,978142.675128,0.000000,,
Oromiya,Borena,Talitele,Teltele HC,Health Center,5.059733,37.387483,1403.000000,321238.421252,559489.032454,0.000000,,
Oromiya,Arsi,Tena,Ticho HC,Health Center,7.811000,39.519533,2484.000000,557278.970306,863438.997577,0.000000,,
Oromiya,Borena,Tore,Tore HC,Health Center,5.941167,38.154117,1697.000000,406373.231751,656772.550314,0.000000,,
Oromiya,South West Shewa,Bacho,Tulu bolo HC,Health Center,8.655150,38.206050,2189.000000,412650.028874,956817.954169,0.000000,,
Oromiya,Horo Gudru Wellega,Abe Dongoro,Tulu wayu HC,Health Center,9.605683,36.926633,2324.000000,272452.504544,1062503.19767,0.000000,,
Oromiya,East Wollega,Guto Gida  woreda,Uke HC,Health Center,9.370300,36.520350,1385.000000,227653.541121,1036751.89454,0.000000,,
Oromiya,Guji,Wadera,Wadera HC,Health Center,5.789833,39.315167,1848.000000,534892.615249,639982.056249,0.000000,,
Oromiya,East Shewa,Boset,Walanchiti HC,Health Center,8.654433,39.425417,1454.000000,546803.185290,956673.789011,0.000000,,
Oromiya,West Arsi,Nensabo,Warka HC,Health Center,6.588500,39.116617,1837.000000,512891.392755,728260.862169,0.000000,,
Oromiya,East Hararge,Qersa,Water HC,Health Center,9.357333,41.769500,1941.000000,804215.155639,1035554.47595,0.000000,,
Oromiya,Horo guduru Wollega,Jimma Raree,Wayu HC,Health Center,9.248333,37.355867,2340.000000,319388.015146,1022723.96086,0.000000,,
Oromiya,South West Shewa,Woliso,Woliso HC,Health Center,8.536867,37.969500,2037.000000,386587.368585,943801.490196,0.000000,,
Oromiya,Borena,Yabello,Yabello HC,Health Center,4.890683,38.088350,1731.000000,398918.828823,540649.182427,0.000000,,
Oromiya,Jimma,Mana,Yebu HC,Health Center,7.772333,36.722633,1926.000000,248834.631513,859804.403881,0.000000,,
Oromiya,ILLu-Ababor,YoYo,Yoyo HC,Health Center,8.338983,35.809833,1564.000000,148567.578495,923193.319014,0.000000,,
Oromiya,Arsi,Ziway Dugda,Ziway dugda HC,Health Center,8.035750,39.007283,1683.000000,500802.547341,888250.079562,0.000000,,
SNNP,Hadiya,Analemo,Achamo up-grading HC,Health Center,7.670833,38.035167,2046.000000,393587.728504,848027.855894,0.000000,,
SNNP,Gedio,Bulle,Adado HC,Health Center,6.306950,38.369883,2214.000000,430303.964370,697177.783313,0.000000,,
SNNP,Kaffa,Gesha,Addis berhan HC,Health Center,7.541917,35.606483,2389.000000,125418.726396,835113.817013,0.000000,,
SNNP,Kaffa,Adio,Ade akaka HC,Health Center,7.286817,36.559867,1967.000000,230573.317600,806183.669041,0.000000,,
SNNP,Wolayta,Damot Pulasa,Adea shanto HC,Health Center,7.030667,37.855283,1955.000000,373564.925954,777293.572488,0.000000,,
SNNP,Kembata,Kedida Gamela,Adilo HC,Health Center,7.205367,37.975800,1966.000000,386920.365092,796578.315178,0.000000,,
SNNP,Gurage,Ezha,Agena HC,Health Center,8.135867,38.004550,2342.000000,390333.512058,899453.003416,0.000000,,
SNNP,Alaba,Alaba Special Woreda,Alaba special woreda HC,Health Center,7.309933,38.095500,1775.000000,400160.374647,808111.425698,0.000000,,
SNNP,Sidama,Aleta Wondo,Alata wondo HC,Health Center,6.606333,38.408733,1916.000000,434639.654000,730269.537371,0.000000,,
SNNP,Siltie,Senkura,Alemgebeya HC,Health Center,7.570050,38.170750,1872.000000,408521.036352,836853.912989,0.000000,,
SNNP,Konta,Konta Special Woreda,Ameya HC,Health Center,7.103983,36.659083,2114.000000,241430.792592,785897.407379,0.000000,,
SNNP,Kembata,Angacha wereda,Angacha HC,Health Center,7.339167,37.855083,2333.000000,373628.095430,811404.144819,0.000000,,
SNNP,Gamo Goffa,Arbaminch Town,Arabaminch HC,Health Center,6.047667,37.557583,1218.000000,340365.884070,668685.483474,0.000000,,
SNNP,Gamo Goffa,Arbaminch Town,Arabaminch hospital,Hospital,6.023700,37.561167,1305.000000,340755.539118,666034.278983,0.000000,,
SNNP,Wolayta,Areka Town,Areka HC,Health Center,7.075333,37.702433,1732.000000,356693.577614,782276.620580,0.000000,,
SNNP,Gurage,Gumer,Arekit HC,Health Center,7.937067,38.058867,2897.000000,396267.511651,877458.133893,0.000000,,
SNNP,Sidama,Aroresa,Aroresa HC,Health Center,6.371950,38.953200,2470.000000,494824.288821,704321.247985,0.000000,,
SNNP,Alaba,Alaba Special Woreda,Arsho HC,Health Center,7.303433,37.993067,1842.000000,388850.996807,807416.756992,0.000000,,
SNNP,Sidama,Awassa Town,Asher hospital,Hospital,7.040133,38.473417,1716.000000,441842.513802,778218.226641,0.000000,,
SNNP,Gurage,Cheha,Atat hospital,Hospital,8.171700,37.787133,1899.000000,366389.956787,903480.662925,0.000000,,
SNNP,Sidama,Wondogenet,Babochorora HC,Health Center,7.019450,38.658667,2609.000000,462300.728100,775912.719946,0.000000,,
SNNP,Bench Maji,Meinit goldia,Bachuma HC,Health Center,6.824000,35.905167,2043.000000,157883.215887,755391.417453,0.000000,,
SNNP,Wolayta,Damot Woyida,Badesa HC,Health Center,6.875583,37.925733,1635.000000,381308.193154,760128.288689,0.000000,,
SNNP,Wolayta,Kindo koysha,Bale HC,Health Center,6.918933,37.523867,1240.000000,336913.944844,765040.360053,0.000000,,
SNNP,Dawor,Issera,Balli HC,Health Center,6.890550,37.022167,2365.000000,281453.329802,762102.259871,0.000000,,
SNNP,Basheto,Basheto Special Woreda,Basketo/laska HC,Health Center,6.292733,36.625333,1893.000000,237266.663633,696161.152210,0.000000,,
SNNP,Sheka,Yeki,Bechi HC,Health Center,7.239283,35.577833,1286.000000,121994.854945,801624.755753,0.000000,,
SNNP,Hadiya,Lemo,Belessa HC,Health Center,7.593833,37.918933,2189.000000,380745.521645,839544.620263,0.000000,,
SNNP,Sidama,Bensa,Bensa HC,Health Center,6.521617,38.825383,1912.000000,480694.407022,720869.112724,0.000000,,
SNNP,Gamo Goffa,Uba DebreTsehay,Beto HC,Health Center,6.054367,36.886833,1072.000000,266108.112398,669669.457685,0.000000,,
SNNP,Bench Maji,Semen Bench,Bir HC,Health Center,7.076833,35.640950,1763.000000,128842.888478,783584.093443,0.000000,,
SNNP,Gamo Goffa,Mirab Abaya,Birbir HC,Health Center,6.291800,37.769050,1221.000000,363835.359909,695621.265831,0.000000,,
SNNP,Wolayta,Deguna Fanigo,Bitena HC,Health Center,6.959733,38.025850,2062.000000,392389.868530,769408.385230,0.000000,,
SNNP,Kaffa,Bitta Genet,Bitta neculoe HC,Health Center,7.271383,35.771117,1929.000000,143392.550487,805022.340524,0.000000,,
SNNP,Kaffa,Decha,Boba gecha nucleus HC,Health Center,7.090900,36.120633,1900.000000,181902.221654,784784.867599,0.000000,,
SNNP,Wolayta,Damote Gale,Boditi HC,Health Center,6.942583,37.858500,2063.000000,373896.650978,767553.514843,0.000000,,
SNNP,Sidama,Wensho,Bokasa HC,Health Center,6.752817,38.503550,2029.000000,445137.568280,746451.695694,0.000000,,
SNNP,Sidama,Bona Zuria,Bona district hospital,Hospital,6.536833,38.706800,2145.000000,467584.740417,722557.330760,0.000000,,
SNNP,Sidama,Bona Zuria,Bona kewalenka HC,Health Center,6.504300,38.738650,1954.000000,471104.137605,718958.977574,0.000000,,
SNNP,Wolayta,Bonibe boloso,Bonibe HC,Health Center,7.137133,37.594000,1555.000000,344736.429686,789145.250326,0.000000,,
SNNP,Hadiya,Shashego,Bonosha HC,Health Center,7.506900,38.089250,1952.000000,399515.074896,829889.864089,0.000000,,
SNNP,Gurage,Sodo,Buei HC,Health Center,8.324733,38.552917,2047.000000,450771.070702,920225.717743,0.000000,,
SNNP,Gedio,Bule,Bule HC,Health Center,6.291433,38.406150,2831.000000,434313.547736,695457.720349,0.000000,,
SNNP,Gamo Goffa,Arabaminch Town,Bulki HC,Health Center,6.274383,36.807033,2416.000000,257371.510244,694043.298188,0.000000,,
SNNP,Sidama,Bursa,Bursa HC,Health Center,6.590117,38.593317,2598.000000,455042.985231,728456.382070,0.000000,,
SNNP,Sidama,Wondogenet,Bussa HC,Health Center,7.009233,38.585650,1716.000000,454235.127389,774789.772694,0.000000,,
SNNP,Gurage,Butajira Town,Butajira HC,Health Center,8.109167,38.375417,2091.000000,431188.540476,896419.334206,0.000000,,
SNNP,Gurage,Butajira Town,Butajira hospital,Hospital,8.123150,38.371317,2082.000000,430739.213694,897966.008957,0.000000,,
SNNP,Bench Maji,Meinit Goldia,Chebera HC,Health Center,6.765000,35.936450,2002.000000,161303.303311,748837.969041,0.000000,,
SNNP,Gedio,Kochore,Chelelekitu HC,Health Center,6.006533,38.153667,1728.000000,406334.530150,663999.169536,0.000000,,
SNNP,Gamo Goffa,Chencha,Chencha district hospital,Hospital,6.255033,37.570367,2760.000000,341842.243463,691611.657278,0.000000,,
SNNP,Konta,Konta Special Woreda,Chida HC,Health Center,7.168417,36.789333,1647.000000,255859.097133,792954.761649,0.000000,,
SNNP,Sidama,Chire,Chire HC,Health Center,6.523200,39.088800,1714.000000,509817.673071,721041.664346,0.000000,,
SNNP,Sidama,Chuko,Chuko HC,Health Center,6.575633,38.335167,1870.000000,426502.521168,726885.848428,0.000000,,
SNNP,Kaffa,Gesha,Daka HC,Health Center,7.589583,35.751833,2267.000000,141519.205527,840269.252184,0.000000,,
SNNP,Dawor,Issera,Dali  up-grading HC,Health Center,6.990633,36.989100,2076.000000,277845.044006,773188.031453,0.000000,,
SNNP,Siltie,Dalocha,Dalocha HC,Health Center,7.787650,38.241667,1953.000000,416387.243565,860897.329412,0.000000,,
SNNP,Hadiya,Mirab Badawecho,Danema HC,Health Center,7.158333,37.842733,1947.000000,372213.801567,791412.956341,0.000000,,
SNNP,Kembata,Daniboya,Daniboya HC,Health Center,7.360500,37.959167,2269.000000,385123.224940,813734.886550,0.000000,,
SNNP,Sidama,Baricha,Darara HC,Health Center,6.842600,38.301667,1915.000000,422840.941065,756404.923823,0.000000,,
SNNP,Bench Maji,Semen Bench,Debre work HC,Health Center,6.872533,35.519000,1579.000000,115185.015759,761058.005744,0.000000,,
SNNP,Gamo Goffa,Mirab Abaya,Delbarana HC,Health Center,6.401800,37.642200,2494.000000,349832.936573,707819.169533,0.000000,,
SNNP,Gedio,Dilla Town,Dilla hospital,Hospital,6.392067,38.307550,1583.000000,423421.652565,706596.305305,0.000000,,
SNNP,Hadiya,Shashego,Doesha HC,Health Center,7.591067,38.075167,1973.000000,397980.836530,839198.852810,0.000000,,
SNNP,Sidama,Awassa Zuriya,Dore bafano HC,Health Center,7.035383,38.355250,1713.000000,428790.610257,777709.448826,0.000000,,
SNNP,Kembata,Doyo Gena,Doyo gena HC,Health Center,7.341583,37.785450,2617.000000,365941.845851,811691.582934,0.000000,,
SNNP,Kembata,Kedida Gamela,Durame HC,Health Center,7.241917,37.902950,2139.000000,378885.963518,800638.231186,0.000000,,
SNNP,Kembata,Kedida Gamela,Durame hospital,Hospital,7.254633,37.903583,2158.000000,378959.286840,802044.111808,0.000000,,
SNNP,Gurage,Cheha,Endibir HC,Health Center,8.125333,37.924167,2101.000000,381473.799363,898310.979412,0.000000,,
SNNP,Gurage,Enemor Ener,Ener-amanuel HC,Health Center,7.888050,37.725717,1994.000000,359525.750784,872136.045409,0.000000,,
SNNP,Gedio,Kochore,Fisiha genat HC,Health Center,6.076250,38.202133,2276.000000,411710.085452,671698.494102,0.000000,,
SNNP,Yem,Yem,Fofa HC,Health Center,7.865167,37.519417,2604.000000,336770.156280,869680.516790,0.000000,,
SNNP,Gamo Goffa,Zala,Galma HC,Health Center,6.242033,37.018833,1238.000000,280801.111928,690371.752762,0.000000,,
SNNP,South Omo,South Ari,Gazer HC,Health Center,5.905233,36.573750,1637.000000,231363.152600,653314.322515,0.000000,,
SNNP,Kaffa,Bonga,Gebre tsadik shawo hospital,Hospital,7.271533,36.238917,1667.000000,195100.179272,804696.519243,0.000000,,
SNNP,Sheka,Andracha,Gecha HC,Health Center,7.556183,35.403150,2022.000000,102959.665912,836874.165996,0.000000,,
SNNP,Gedio,Gedeb,Gedeb HC,Health Center,5.907000,38.251983,2286.000000,417201.179758,652979.788316,0.000000,,
SNNP,Hadiya,Misha,Geja HC,Health Center,7.793250,37.791600,2218.000000,366759.495291,861631.977534,0.000000,,
SNNP,Bench Maji,Debub Bench,Genja HC,Health Center,7.056917,35.702317,2135.000000,135615.329546,781330.167005,0.000000,,
SNNP,Gamo Goffa,Geze Gofa,Geresie HC,Health Center,5.905633,37.306900,2200.000000,312566.729214,653058.090055,0.000000,,
SNNP,Dawor,Loma,Gessa HC,Health Center,7.008367,37.269833,2237.000000,308876.346487,775025.948095,0.000000,,
SNNP,Wolayta,Ofa,Gesuba HC,Health Center,6.723267,37.558167,1546.000000,340639.584199,743391.918770,0.000000,,
SNNP,Gamo Goffa,Arabaminch Town,Gezesso HC,Health Center,6.124550,37.335800,2835.000000,315840.683244,677258.032641,0.000000,,
